Collection Title,Unit Title,Unit Date,Container Type,Container Number,Extent
Tony Schwartz Collection,"George H. W. Bush, 1980-2005",1980-2005,box-folder,167/18,
Tony Schwartz Collection,"Business Enterprise Trust, circa 1960-2005",circa 1960-2005,box-folder,167/19,
Tony Schwartz Collection,"Business topics, 1990-1999",1990-1999,box-folder,167/20,
Tony Schwartz Collection,"Earl Butz, 1973",1973,box-folder,167/21,
Tony Schwartz Collection,"Campaign Insider , circa 1960-2005",circa 1960-2005,box-folder,167/22,
Tony Schwartz Collection,"Capital Children's Museum, 1988-1988",1988-1988,box-folder,167/23,
Tony Schwartz Collection,"Jean Carlu, circa 1940-2005",circa 1940-2005,box-folder,168/1,
Tony Schwartz Collection,"[Carpenter?] manuscript, circa 1960-2005",circa 1960-2005,box-folder,168/2,
Tony Schwartz Collection,"Edmund Carpenter, circa 1960-2005",circa 1960-2005,box-folder,168/3,
Tony Schwartz Collection,"Jimmy Carter, circa 1975-2005",circa 1975-2005,box-folder,168/4,
Tony Schwartz Collection,"Censorship, circa 1960-2005",circa 1960-2005,box-folder,168/5,
Tony Schwartz Collection,"Center for Media and Values, circa 1960-2005",circa 1960-2005,box-folder,168/6,
Tony Schwartz Collection,"Marguerite Chandler oversample, 1990-01",1990-01,box-folder,168/7,
Tony Schwartz Collection,"Child development, circa 1960-2005",circa 1960-2005,box-folder,168/8,
Tony Schwartz Collection,"City University of New York (CUNY), 1990-11-09",1990-11-09,box-folder,168/9,
Tony Schwartz Collection,"Civil liberties organizations, circa 1960-2005",circa 1960-2005,box-folder,168/10,
Tony Schwartz Collection,"Civil rights, circa 1960-2005",circa 1960-2005,box-folder,168/11,
Tony Schwartz Collection,"Bill Clinton, circa 1990-2000",circa 1990-2000,box-folder,168/12,
Tony Schwartz Collection,"Clinton Urban Renewal Site, circa 1985-2005",circa 1985-2005,box-folder,168/13,
Tony Schwartz Collection,"Coliseum Apartments, 1983",1983,box-folder,168/14,
Tony Schwartz Collection,"Colleges and universities brochures, circa 1960-2005",circa 1960-2005,box-folder,168/15,
Tony Schwartz Collection,"Columbia Television, 1989-08",1989-08,box-folder,168/16,
Tony Schwartz Collection,"Communism, circa 1990-1999",circa 1990-1999,box-folder,168/17,
Tony Schwartz Collection,"Community policing, circa 1960-2005",circa 1960-2005,box-folder,168/18,
Tony Schwartz Collection,"Consumer product safety and consumer protection, circa 1960-2005",circa 1960-2005,box-folder,168/19,
Tony Schwartz Collection,"Contact sheets, circa 1960-2005",circa 1960-2005,box-folder,168/20,
Tony Schwartz Collection,"Copyright, circa 1980-2005",circa 1980-2005,box-folder,168/21,
Tony Schwartz Collection,"Crime and law enforcement, 1960-2000",1960-2000,box-folder,169/1-4,
Tony Schwartz Collection,"Crimestoppers, circa 1960-2005",circa 1960-2005,box-folder,169/5,
Tony Schwartz Collection,"Crown Heights riot, 1991-2000",1991-2000,box-folder,169/6,
Tony Schwartz Collection,"Current interests, opened 1989-10-03, 1988-1990",1988-1990,box-folder,169/7,
Tony Schwartz Collection,"Current Interests, opened 1989-12, 1989-12-1990-05",1989-12-1990-05,box-folder,169/8,
Tony Schwartz Collection,"Daily News strike, 1993-2000",1993-2000,box-folder,169/9,
Tony Schwartz Collection,"National Center for Telephone Research printout relating to the Daily News, 1978-01",1978-01,box-folder,227/1,
Tony Schwartz Collection,"""Daisy ad"" responses and related material, 1964-2005",1964-2005,box-folder,169/10,
Tony Schwartz Collection,"Sister Camille D'Arienzo, circa 1991-2005",circa 1991-2005,box-folder,169/11,
Tony Schwartz Collection,"David Goldman Agency, circa 1960-2005",circa 1960-2005,box-folder,170/1,
Tony Schwartz Collection,"The Defense Monitor, circa 1960-2005",circa 1960-2005,box-folder,170/2,
Tony Schwartz Collection,"Ed Deming, circa 1960-2005",circa 1960-2005,box-folder,170/3,
Tony Schwartz Collection,"Democratic party, circa 1960-2005",circa 1960-2005,box-folder,170/4,
Tony Schwartz Collection,"David N. Dinkins, circa 1990-2000",circa 1990-2000,box-folder,170/5,
Tony Schwartz Collection,"Disabilities and impairments, circa 1970-2000",circa 1970-2000,box-folder,170/6,
Tony Schwartz Collection,"Dole Foundation, circa 1960-2005",circa 1960-2005,box-folder,170/7,
Tony Schwartz Collection,"Drug awareness and abuse, circa 1980-2000",circa 1980-2000,box-folder,170/8-9,
Tony Schwartz Collection,"Drunk driving, circa 1985-1990",circa 1985-1990,box-folder,170/10,
Tony Schwartz Collection,"Charles Eames, 1977-1977",1977-1977,box-folder,170/11,
Tony Schwartz Collection,"Economy, circa 1960-2005",circa 1960-2005,box-folder,170/12,
Tony Schwartz Collection,"Thomas Edison, circa 1960-2005",circa 1960-2005,box-folder,170/13,
Tony Schwartz Collection,"Edna McConnell Clark Foundation, circa 1960-2005",circa 1960-2005,box-folder,170/14,
Tony Schwartz Collection,"Education and learning, circa 1960-2005",circa 1960-2005,box,170-171,(1 folder)
Tony Schwartz Collection,"Ronnie Eldridge, circa 1980-1999",circa 1980-1999,box-folder,171/2,
Tony Schwartz Collection,"Emerson College, 1983-2000",1983-2000,box-folder,171/3,
Tony Schwartz Collection,"Employment topics, circa 1960-2005",circa 1960-2005,box-folder,171/4,
Tony Schwartz Collection,"Energy politics and issues, 1979",1979,box-folder,171/5,
Tony Schwartz Collection,"Morris Engel, circa 1990-1999",circa 1990-1999,box-folder,171/6,
Tony Schwartz Collection,"Entertainment, circa 1960-2005",circa 1960-2005,box-folder,171/7,
Tony Schwartz Collection,"Environmental awareness and activism, circa 1960-2000",circa 1960-2000,box-folder,171/8,
Tony Schwartz Collection,"Eve Epstein, 1998-2000",1998-2000,box-folder,171/9,
Tony Schwartz Collection,"John Henry Faulk, 1985-1995",1985-1995,box-folder,171/10,
Tony Schwartz Collection,"Federal Communications Commission, circa 1960-2000",circa 1960-2000,box-folder,171/11,
Tony Schwartz Collection,"Federal Elections Commission, circa 1960-2005",circa 1960-2005,box-folder,171/12,
Tony Schwartz Collection,"Federal Trade Commission, circa 1960-2005",circa 1960-2005,box-folder,171/13,
Tony Schwartz Collection,"Field Museum of Natural History, circa 1980-2005",circa 1980-2005,box-folder,171/14,
Tony Schwartz Collection,"Film strips, 1963-2000",1963-2000,box-folder,171/15,
Tony Schwartz Collection,"First Tennessee Bank marketing research, 1977",1977,box-folder,171/16-17,
Tony Schwartz Collection,"Focus on Freedom, circa 1985-1989",circa 1985-1989,box-folder,172/1,
Tony Schwartz Collection,"Folklore and folk music, circa 1960-2005",circa 1960-2005,box-folder,172/2,
Tony Schwartz Collection,"Fonts, circa 1990-2000",circa 1990-2000,box-folder,172/3,
Tony Schwartz Collection,"Foreign language learning, circa 1990-2000",circa 1990-2000,box-folder,172/4,
Tony Schwartz Collection,"Forward Publishing Company, Inc., circa 1960-2005",circa 1960-2005,box-folder,172/5,
Tony Schwartz Collection,"Foster Parents Plan, 1989",1989,box-folder,172/6,
Tony Schwartz Collection,"Stephen Foster, circa 1987-1987",circa 1987-1987,box-folder,172/7,
Tony Schwartz Collection,"Stephen O. Frankfurt, circa 1964-1964",circa 1964-1964,box-folder,172/8,
Tony Schwartz Collection,"Buckminster Fuller, circa 1971-2000",circa 1971-2000,box-folder,172/9,
Tony Schwartz Collection,"Garden Source Furnishings, 1992",1992,box-folder,172/10,
Tony Schwartz Collection,"David Garth, 1989-2000",1989-2000,box-folder,172/11,
Tony Schwartz Collection,"Noel Gayler, circa 1960-2005",circa 1960-2005,box-folder,172/12,
Tony Schwartz Collection,"Newt Gingrich, 1995-1995",1995-1995,box-folder,172/13,
Tony Schwartz Collection,"Rudolph Giuliani, circa 1980-2005",circa 1980-2005,box-folder,172/14,
Tony Schwartz Collection,"Gleitsman Foundation, circa 1960-2005",circa 1960-2005,box-folder,172/15,
Tony Schwartz Collection,"Globalism, circa 1970-2005",circa 1970-2005,box-folder,172/16,
Tony Schwartz Collection,"Erving Goffman, 1972-1972",1972-1972,box-folder,172/17,
Tony Schwartz Collection,"Gerald Goldhaber, 1968-1980",1968-1980,box-folder,172/18,
Tony Schwartz Collection,"Barry Goldwater, circa 1960-2005",circa 1960-2005,box-folder,172/19,
Tony Schwartz Collection,"Howard Luck Gossage, 1968",1968,box-folder,172/20,
Tony Schwartz Collection,"Edward M. Gottschall, 1969-1969",1969-1969,box-folder,172/21,
Tony Schwartz Collection,"Graphic design magazines, 1962-1987",1962-1987,box-folder,173/1,
Tony Schwartz Collection,"Mandy Grunwald, 1992-1995",1992-1995,box-folder,173/2,
Tony Schwartz Collection,"Handguns and gun control, circa 1980-2000",circa 1980-2000,box-folder,173/3,
Tony Schwartz Collection,"Richard (Richie) Havens, 1989-07-1990-03",1989-07-1990-03,box-folder,173/4,
Tony Schwartz Collection,"Health care policy, 1978-1994",1978-1994,box-folder,173/5,
Tony Schwartz Collection,"Health topics, circa 1960-2005",circa 1960-2005,box-folder,173/6-8,
Tony Schwartz Collection,"HealthFirst, 1994-09-1994-10",1994-09-1994-10,box-folder,173/9,
Tony Schwartz Collection,"Heimlich maneuver, circa 1980-1989",circa 1980-1989,box-folder,173/10,
Tony Schwartz Collection,"Hellenic American Council, 1993",1993,box-folder,173/11,
Tony Schwartz Collection,"High School for Environmental Studies, 1994-1994",1994-1994,box-folder,173/12,
Tony Schwartz Collection,"Higher Education, circa 1960-2005",circa 1960-2005,box-folder,173/13,
Tony Schwartz Collection,"Hill and Knowlton, 1992-10",1992-10,box-folder,173/14,
Tony Schwartz Collection,"Martin Himmel, 1990",1990,box-folder,173/15,
Tony Schwartz Collection,"Historical New York Times articles, 1931",1931,box-folder,173/16,
Tony Schwartz Collection,"David Hoffman, 1994-11",1994-11,box-folder,173/17,
Tony Schwartz Collection,"Holocaust, circa 1960-2005",circa 1960-2005,box-folder,174/1,
Tony Schwartz Collection,"Elizabeth Holtzman, 1990-04",1990-04,box-folder,174/2,
Tony Schwartz Collection,"Home audio recording, 1982-1998",1982-1998,box-folder,174/3,
Tony Schwartz Collection,"Homelessness, 1986-1992",1986-1992,box-folder,174/4,
Tony Schwartz Collection,"Homosexual issues, circa 1960-2005",circa 1960-2005,box-folder,174/5,
Tony Schwartz Collection,"Margaret Horwath photographs, circa mid 1900s",circa mid 1900s,box-folder,220/15,
Tony Schwartz Collection,"Hospital Audiences, Inc., circa 1985-2000",circa 1985-2000,box-folder,174/6,
Tony Schwartz Collection,"Hospitals, circa 1990-1999",circa 1990-1999,box-folder,174/7,
Tony Schwartz Collection,"Household fires, 1977-1984",1977-1984,box-folder,174/8,
Tony Schwartz Collection,"Janet Howard, circa 1960-2005",circa 1960-2005,box-folder,174/9,
Tony Schwartz Collection,"Human communication, circa 1960-2005",circa 1960-2005,box-folder,174/10,
Tony Schwartz Collection,"A Human Information Processing Approach to the Design of Citizen Group Messages, 1976",1976,box-folder,174/11-12,
Tony Schwartz Collection,"Human perception and memory, circa 1960-2005",circa 1960-2005,box-folder,174/13,
Tony Schwartz Collection,"Humanities in Newburgh public schools, circa 1960-2005",circa 1960-2005,box-folder,174/14,
Tony Schwartz Collection,"Humor, circa 1960-2005",circa 1960-2005,box-folder,175/1-2,
Tony Schwartz Collection,"If I'm Elected draft, 1984",1984,box-folder,175/3,
Tony Schwartz Collection,"Illustrations and photos, circa 1960-2005",circa 1960-2005,box-folder,175/4,
Tony Schwartz Collection,"Initiatives and referendums, 1976",1976,box-folder,175/5,
Tony Schwartz Collection,"International Association of Political Consultants, circa 1975-2000",circa 1975-2000,box-folder,175/6,
Tony Schwartz Collection,"International Radio Festival of New York, circa 1980-2005",circa 1980-2005,box-folder,175/7,
Tony Schwartz Collection,"International Safe Blood Foundation, circa 1960-2005",circa 1960-2005,box-folder,175/8,
Tony Schwartz Collection,"Inventory control (consumer theft), circa 1960-2005",circa 1960-2005,box-folder,175/9,
Tony Schwartz Collection,"iPLUS, 1994",1994,box-folder,175/10,
Tony Schwartz Collection,"Iran, 1977",1977,box-folder,175/11,
Tony Schwartz Collection,"Jesse Jackson, 1998-05-1988-06",1998-05-1988-06,box-folder,175/12,
Tony Schwartz Collection,"Japan and Japanese, circa 1990-1999",circa 1990-1999,box-folder,175/13,
Tony Schwartz Collection,"Jazz, circa 1980-2005",circa 1980-2005,box-folder,175/14,
Tony Schwartz Collection,"Thomas Jefferson, circa 1960-2005",circa 1960-2005,box-folder,175/15,
Tony Schwartz Collection,"Jewish topics, circa 1950-2005",circa 1950-2005,box-folder,175/16,
Tony Schwartz Collection,"Joe Slade White and Co., circa 2000-2000",circa 2000-2000,box-folder,175/17,
Tony Schwartz Collection,"John Jay College of Criminal Justice, circa 1970-2005",circa 1970-2005,box-folder,176/1,
Tony Schwartz Collection,"Joe Johnson, 1993",1993,box-folder,176/2,
Tony Schwartz Collection,"Lyndon Johnson, 1964-1975",1964-1975,box-folder,176/3,
Tony Schwartz Collection,"Justice system, circa 1980-2005",circa 1980-2005,box-folder,176/4,
Tony Schwartz Collection,"Jane Katz, 1991-04-1993-07",1991-04-1993-07,box-folder,176/5,
Tony Schwartz Collection,"Herman Keld, circa 1960-1980",circa 1960-1980,box-folder,176/6,
Tony Schwartz Collection,"John F. Kennedy assassination coverage, New York Daily News, 1963-11-23, 1993-11-21","1963-11-23,",box-folder,227/2,
Tony Schwartz Collection,"Robert F. Kennedy, Jr., circa 1993-1993",circa 1993-1993,box-folder,176/7,
Tony Schwartz Collection,"Bill Kirchner, 1980-1995",1980-1995,box-folder,176/8,
Tony Schwartz Collection,"Edward Koch, 1978-2000",1978-2000,box-folder,176/9,
Tony Schwartz Collection,"C. Everett Koop, 1989-05-30-1989-06-16",1989-05-30-1989-06-16,box-folder,176/10,
Tony Schwartz Collection,"Kosovo, circa 1997-2000",circa 1997-2000,box-folder,176/11,
Tony Schwartz Collection,"Gary Krane, 1989-06-1989-07",1989-06-1989-07,box-folder,176/12,
Tony Schwartz Collection,"Clint Krislov, 1990-2000",1990-2000,box-folder,176/13,
Tony Schwartz Collection,"Labor, circa 1960-2005",circa 1960-2005,box-folder,176/14,
Tony Schwartz Collection,"Land management, circa 1990-1999",circa 1990-1999,box-folder,176/15,
Tony Schwartz Collection,"Land mines, circa 1990-1999",circa 1990-1999,box-folder,176/16,
Tony Schwartz Collection,"Lewis Howard Latimer, 1966-1967",1966-1967,box-folder,176/17,
Tony Schwartz Collection,"Laufer Associates, Inc., circa 1960-2005",circa 1960-2005,box-folder,176/18,
Tony Schwartz Collection,"Clipping about folk and blues performer Leadbelly, 1950-04-02",1950-04-02,box-folder,227/2a,
Tony Schwartz Collection,"Legal issues, 1994",1994,box-folder,176/19,
Tony Schwartz Collection,"Libraries, 1994",1994,box-folder,176/20,
Tony Schwartz Collection,"Linguistics and language, circa 1980-1999",circa 1980-1999,box-folder,176/21,
Tony Schwartz Collection,"""Lion Sleeps Tonight,"" circa 1990-1999",circa 1990-1999,box-folder,176/22,
Tony Schwartz Collection,"Listening and hearing, circa 1960-2005",circa 1960-2005,box-folder,176/23,
Tony Schwartz Collection,"Little Flower of New York, circa 1960-2005",circa 1960-2005,box-folder,176/24,
Tony Schwartz Collection,"Living wills, circa 1990-1990",circa 1990-1990,box-folder,176/25,
Tony Schwartz Collection,"Roy Lloyd, circa 1960-2005",circa 1960-2005,box-folder,176/26,
Tony Schwartz Collection,"Bruce Logan, 1970-2000",1970-2000,box-folder,177/1,
Tony Schwartz Collection,"Alan Lomax, 1989-03-07",1989-03-07,box-folder,177/2,
Tony Schwartz Collection,"Herb Lubalin, 1977-1985",1977-1985,box-folder,177/3,
Tony Schwartz Collection,"Christopher Lydon, 1982-04-1984-05",1982-04-1984-05,box-folder,177/4,
Tony Schwartz Collection,"MacArthur Awards, circa 1990-1999",circa 1990-1999,box-folder,177/5,
Tony Schwartz Collection,"Maccabiah games, circa 1960-2005",circa 1960-2005,box-folder,177/6,
Tony Schwartz Collection,"Jay Maisel, circa 1970-1989",circa 1970-1989,box-folder,177/7,
Tony Schwartz Collection,"Manhattan Neighborhood Network, 1993-2000",1993-2000,box-folder,177/8,
Tony Schwartz Collection,"Vito Marcantonio, circa 1990-1999",circa 1990-1999,box-folder,177/9,
Tony Schwartz Collection,"Marymount Manhattan College, circa 1980-1995",circa 1980-1995,box-folder,177/10,
Tony Schwartz Collection,"John Matson, 1998",1998,box-folder,177/11,
Tony Schwartz Collection,"Jim Mattox, 1993",1993,box-folder,177/12,
